ID,post_title,post_content,post_excerpt
79054,"CODE","The versatile design of the Code system extends to the bedroom area. In the area dedicated to rest and relaxation, the containers function as bedside tables or chests of drawers, available both in the suspended version and in a free-standing version with a metal plinth.","The versatile design of the Code system extends to the bedroom area. In the area dedicated to rest and relaxation, the containers function as bedside tables or chests of drawers, available both in the suspended version and in a free-standing version with a metal plinth."
79116,"DAMA","Dama distinguishes itself for its chequered pattern, capable of giving a lively yet elegant touch to any environment. The weave is made of cotton, while the fur is a blend of Himalayan wool in natural hues and black bamboo silk.","Dama distinguishes itself for its chequered pattern, capable of giving a lively yet elegant touch to any environment. The weave is made of cotton, while the fur is a blend of Himalayan wool in natural hues and black bamboo silk."
79400,"PARK 1","One of Poliform's historic and well-established products, the Park 1 bed is distinguished by its generously sized cushioned headboard. It is composed of two maxi-cushions, which offer various upholstery options, including different textiles on the inside and outside of the headboard. The bed frame is light, in lacquered metal or covered in fabric or leather, always with metal feet. The bed is made even more comfortable by the optional pair of rollers and can be coupled with the Park bench, which echoes its lines and is available in the same finishes.","One of Poliform's historic and well-established products, the Park 1 bed is distinguished by its generously sized cushioned headboard. It is composed of two maxi-cushions, which offer various upholstery options, including different textiles on the inside and outside of the headboard. The bed frame is light, in lacquered metal or covered in fabric or leather, always with metal feet. The bed is made even more comfortable by the optional pair of rollers and can be coupled with the Park bench, which echoes its lines and is available in the same finishes."
79371,"KELLY","The Kelly chest of drawers and bedside table feature curved and delicate lines that reference those of the bed, which they compliment naturally. Perfect ovals formed through impeccable craftsmanship, they are available with feet or in floor-standing versions. Like the bed, the Kelly chest of drawers and bedside table also feature sophisticated finishes such as gold walnut for the frame and fronts, champagne metal for the feet and Zecevo marble for the top. For modern bedrooms, where even the smallest details are instilled with elegance.","The Kelly chest of drawers and bedside table feature curved and delicate lines that reference those of the bed, which they complimentnaturally. Perfect ovals formed through impeccable craftsmanship, they are available with feet or in floor-standing versions. Like the bed, the Kelly chest of drawers and bedside table also feature sophisticated finishes such as gold walnut for the frame and fronts, champagne metal for the feet and Zecevo marble for the top. For modern bedrooms, where even the smallest details are instilled with elegance."
79215,"KENSINGTON","The sculptured Kensington table is distinguished by its circular structural modules, which support a top composed of elements in various shapes and sizes. In a round or rectangular version, Kensington is a majestic and striking table, a work of art for the living room or entrance hall, to be personalised with sophisticated finishes.","The sculptured Kensington table is distinguished by its circular structural modules, which support a top composed of elements in various shapes and sizes. In a round or rectangular version, Kensington is a majestic and striking table, a work of art for the living room or entrance hall, to be personalised with sophisticated finishes."
79185,"SOPHIE","Sophie is a chair with enveloping lines and generous proportions, reinterpreting a classic shape with a contemporary eye. Sophie is characterized by a solid seat, which contrasts a light solid wood structure. Available in two versions with or without armrests, fabric or leather.","Sophie is a chair with enveloping lines and generous proportions, reinterpreting a classic shape with a contemporary eye. Sophie is characterized by a solid seat, which contrasts a light solid wood structure. Available in two versions with or without armrests, fabric or leather."
79200,"BLADE","The simplicity of the shape meets the warmth of wood in the living room table par excellence, characterized by minimalistic lines and elementary geometry. Square or rectangular, in this latest version Blade is customizable down to the centimetre.","The simplicity of the shape meets the warmth of wood in the living room table par excellence, characterized by minimalistic lines and elementary geometry. Square or rectangular, in this latest version Blade is customizable down to the centimetre."
79119,"STRIPES","Stripes is a striped carpet, a classic of the Poliform collection. The black lines are made of bamboo silk, while the ones in natural shades are made of Himalayan wool.","Stripes is a striped carpet, a classic of the Poliform collection. The black lines are made of bamboo silk, while the ones in natural shades are made of Himalayan wool."
79101,"PLAY","The Play pouf combines simple lines with the comfort of the padding and upholstery in fabric or leather, also with particular details such as the slipcover, the matelassé stitching, and the woven Nabuk leather.","The Play pouf combines simple lines with the comfort of the padding and upholstery in fabric or leather, also with particular details such as the slipcover, the matelassé stitching, and the woven Nabuk leather."
79083,"QUID","Quid is a modular system based on storage elements and completed by boiserie and shelves. An original, extremely versatile offer to design contemporary home furnishing solutions – from the hall to the living room, from the home office to the walk-in closet. Fine finishes and technically advanced manufacturing characterize each element, down to the smallest detail.","Quid is a modular system based on storage elements and completed by boiserie and shelves. An original, extremely versatile offer to design contemporary home furnishing solutions – from the hall to the living room, from the home office to the walk-in closet. Fine finishes and technically advanced manufacturing characterize each element, down to the smallest detail."
79389,"JACQUELINE","Jacqueline is an upholstered bed with a cushioned headboard and an appearance that evokes comfort and casual styling. In the fabric version, the headboard and bed frame feature embroidered inserts and frog fasteners in contrasting colours. Double or single, with a fixed, anatomical or fold-down bed base with a storage compartment, Jacqueline is also available upholstered in leather. The optional pair of rollers enhance the bed's functionality.","Jacqueline is an upholstered bed with a cushioned headboard and an appearance that evokes comfort and casual styling. In the fabric version, the headboard and bed frame feature embroidered inserts and frog fasteners in contrasting colours. Double or single, with a fixed, anatomical or fold-down bed base with a storage compartment, Jacqueline is also available upholstered in leather. The optional pair of rollers enhance the bed's functionality."
79194,"TREVI","Because of its minimalistic design made of ephemeral geometry and thicknesses, Trevi is a table that can adapt to several environments of the house. Available in square or rectangular version, it has the top and legs in mat lacquered finish, also in an anti-scratch version.","Because of its minimalistic design made of ephemeral geometry and thicknesses, Trevi is a table that can adapt to several environments of the house. Available in square or rectangular version, it has the top and legs in mat lacquered finish, also in an anti-scratch version."
79207,"CONCORDE","Essential yet haughty and important, Concorde is a rectangular or round table, in the round version also available with a central rotating tray. The structure is in wood, while the top is available in wood, marble or, for the rectangular version, also in glass with wooden frame.","The Concorde table is distinguished by its solid wooden frame that expresses the refined cabinet-making skill underpinning Poliform's craftsmanship. The top, which may be rectangular or round – also featuring a central swivel top – is available in marble, glass and various types of wood. Essential yet imposing and distinguished, Concorde is a classic in Poliform's Day Complements collection. It is often paired together with the Grace chair, as both models share minimal but solid lines and precious materials, making it the cornerstone of a sophisticated and timelessly elegant dining room."
79176,"GRACE","The Grace chair is a true contemporary classic, featuring a slender solid wood frame, with or without armrests, and a soft, inviting seat. The chair, upholstered in fabric or leather, is both an aesthetic element and a practical solution to everyday living needs. It is even more sophisticated in the version with woven leather backrest in the Nabuk and Silk finishes. It is often paired with the Concorde table, with which it shares minimal lines and precious materials.","The Grace chair is a true contemporary classic, featuring a slender solid wood frame, with or without armrests, and a soft, inviting seat. The chair, upholstered in fabric or leather, is both an aesthetic element and a practical solution to everyday living needs. It is even more sophisticated in the version with woven leather backrest in the Nabuk and Silk finishes. It is often paired with the Concorde table, with which it shares minimal lines and precious materials."
79155,"VENTURA","The Ventura stool echoes the distinctive structure of the seating collection of the same name. Designed to complement breakfast bars in the most on-trend kitchens, Ventura combines contemporary styling and comfort thanks to its backrest and padding, which can be upholstered in fabric or leather as desired. The stainless steel footrest ensures an easy and comfortable seat.","The Ventura stool echoes the distinctive structure of the seating collection of the same name. Designed to complement breakfast bars in the most on-trend kitchens, Ventura combines contemporary styling and comfort thanks to its backrest and padding, which can be upholstered in fabric or leather as desired. The stainless steel footrest ensures an easy and comfortable seat."
79391,"REVER","Generous proportions for a modern bed with a cushioned headboard that is elegant and enveloping, like the lapel of a man's jacket. Designed to dominate the bedroom, where it looks its best when placed in the centre of the room, the Rever bed by Poliform stands out for its gently sloping headboard and the sophisticated capitonné effect on the front of the headboard, in a subtly contrasting colour. The bed is upholstered in fabric or leather, also featuring Nabuk leather details. Rever is available with a fixed, anatomical or folding bed base featuring a storage compartment.","Generous proportions for a modern bed with a cushioned headboard that is elegant and enveloping, like the lapel of a man's jacket. Designed to dominate the bedroom, where it looks its best when placed in the centre of the room, the Rever bed by Poliform stands out for its gently sloping headboard and the sophisticated capitonné effect on the front of the headboard, in a subtly contrasting colour. The bed is upholstered in fabric or leather, also featuring Nabuk leather details. Rever is available with a fixed, anatomical or folding bed base featuring a storage compartment."
79359,"ABBINABILI","Abbinabili is one of the most popular historic and well-established series in the collection. This is thanks to minimalist styling that has stood the test of time, as well as the ingenuity of Poliform's Research&amp;Development department, which constantly adapts details and finishes to the latest on-trend aesthetics and market expectations. With its linear and timeless design, the Abbinabili series complements all of the beds in the collection and in all areas of the home. The 45° craftsmanship of the tops and drawers, which open on the side, is particularly striking. The collection is complemented by a chest of drawers featuring four drawers and a drop-leaf surface, which transforms into an elegant writing desk with wooden accessories.","Abbinabili is one of the most popular historic and well-established series in the collection. This is thanks to minimalist styling that has stood the test of time, as well as the ingenuity of Poliform's Research&Development department, which constantly adapts details and finishes to the latest on-trend aesthetics and market expectations. With its linear and timeless design, theAbbinabili series complements all of the beds in the collection and in all areas of the home. The 45° craftsmanship of the tops and drawers, which open on the side, is particularly striking. The collection is complemented by a chest of drawers featuring four drawers anda drop-leaf surface, which transforms into an elegant writing desk with wooden accessories."
79152,"ICS","Ics is a wooden stool with square seat and four inclined and solid legs which creates a perfect combination of essentiality and solidity. The shapes of the seat are made gentler by the rounded corners, those of the legs by the particular curved workmanship.","Perfect combination of minimalism and solidity, Ics is based on the geometric shapes of the square, made softer by the rounded corners. To support the seat, four inclined and solid legs."
79397,"CHLOE","The Chloe bed features a distinctive wrap-around headboard, which creates two small wings – a shape that can also be seen in the chest of drawers and bedside tables of the same series, creating coordinated styling throughout the night area. It is fully upholstered and covered in fabric or leather; it can be trimmed in grosgrain to match or contrast. The optional pair of rollers make the bed even more enveloping. Chloe is available with a fixed, anatomical or folding bed base featuring a storage compartment.","The Chloe bed features a distinctive wrap-around headboard, which creates two small wings – a shape that can also be seen in the chest of drawers and bedside tables of the same series, creating coordinated styling throughout the night area.It is fully upholstered and covered in fabric or leather; it can be trimmed in grosgrain to match or contrast. The optional pair of rollers make the bed even more enveloping. Chloe is available with a fixed, anatomical or folding bed base featuring a storage compartment."
79368,"DREAM","Dream is a collection of bedroom accessories featuring an essential and contemporary style, a veritable system to pair with the bed of the same name, and more generally with all the beds in the Night Collection. Timeless styling is expressed in the bedside table, tallboy and chest of drawers versions, also with a free-standing desk.","Dream is a collection of bedroom accessories featuring an essential and contemporary style, a veritable system to pair with the bed of the same name, and more generally with all the beds in the Night Collection. Timeless styling is expressed in the bedside table, tallboy and chest of drawers versions, also with a free-standing desk."
79110,"HOME HOTEL","The Home Hotel collection consists of a series of discreetly elegant elements that can be freely paired with each other. The name itself conveys its great versatility, ranging from the home environment to accommodation facilities. The bench is available in different heights and sizes, also with a seat upholstered in leather cord. The cushion is optional, with a removable fabric or leather cover. In the Nabuk leather version, the top is also available in woven leather.","The Home Hotel collection consists of a series of discreetly elegant elements that can be freely paired with each other.The name itself conveys its great versatility, ranging from the home environment to accommodation facilities. The bench is available in different heights and sizes, also with a seat upholstered in leather cord. The cushion is optional, with a removable fabric or leather cover. In the Nabuk leather version, the top is also available in woven leather."
79387,"DREAM","Dream is a bed with a contemporary feel that combines a base with rounded and essential lines with a system of cushioned panels, with which to furnish the sleeping area in an original and personalised way. Ideal both for homes and hotels, the bed is available in three versions: with wall panelling, where the panels, individually upholstered in fabric or leather, act both as headboard and boiserie; with a cushioned headboard and without. The Dream bed is available with a fixed, anatomical or folding bed base featuring a storage compartment. The optional pair of rollers makes it even more comfortable.","Dream is a bed with a contemporary feel that combines a base with rounded and essential lines with a system of cushioned panels, with which to furnish the sleeping area in an original and personalised way. Ideal both for homes and hotels, the bed is available in three versions: with wall panelling, where the panels, individually upholstered in fabric or leather, act both as headboard and boiserie; with a cushioned headboard and without. The Dream bed is available with a fixed, anatomical or folding bed base featuring a storage compartment. The optional pair of rollers makes it even more comfortable."
79374,"CHLOE","Accompanying the Chloe bed is a series of accessories inspired by the particular design of the headboard folded towards the interior. In the Chloe bedside tables and chest of drawers, the metal support sides covered in leather are transformed so in an iconic detail that conquers for lightness and personality.","Accompanying the Chloe bed is a series of accessories inspired by the particular design of the headboard folded towardsthe interior. In the Chloe bedside tables and chest of drawers, the metal support sides covered in leather are transformedso in an iconic detail that conquers for lightness and personality."
79382,"ONDA","Contemporary lines and timeless skills. These two extremes define that the centrally balanced vocation of the Onda collection, comprising a bed, bedside tables and chest of drawers. The Onda bed is based on a simple curved line, a whole that acts as a base and headboard. The cushioned frame, which generously accommodates the mattress, is supported by light metal feet.The entire structure is upholstered in capitonné-effect leather, the stitching technique that confers the characteristic chequered effect. It is still made by hand, as it was a century ago. Unique in the Night Collection, the protagonist in every bedroom, Onda invites you to relax and rest, either at home or in a hotel. Made even more functional by the optional pair of rollers, it is available with a fixed or anatomical base.","Contemporary lines and timeless skills. These two extremes define that the centrally balanced vocation of the Onda collection, comprising a bed, bedside tables and chest of drawers. The Onda bed is based on a simple curved line, a whole that acts as a base and headboard. The cushioned frame, which generously accommodates the mattress, is supported by light metal feet.The entire structure is upholstered in capitonné-effect leather, the stitching technique that confers the characteristic chequered effect. It is still made by hand, as it was a century ago. Unique in the Night Collection, the protagonist in every bedroom, Onda invites you to relax and rest, either at home or in a hotel. Made even more functional by the optional pair of rollers, it is available with a fixed or anatomical base."
79385,"ARCA","Arca is a versatile bed, which can be customised by adding two types of headboard to the upholstered base: the quilted one lends a more romantic feel, the plain one creates a more understated setting. A design by Poliform that interprets different styles, available for a wide range of mattresses, also in a single bed version. In addition to the fixed and anatomical bed bases, Arca is also available with a folding bed base featuring a storage compartment.","Arca is a versatile bed, which can be customised by adding two types of headboard to the upholstered base: the quilted one lends a more romantic feel, the plain one creates a more understated setting. A design by Poliform that interprets different styles, available for a wide range of mattresses, also in a single bed version. In addition to the fixed and anatomical bed bases, Arca is also available with a folding bed base featuring a storage compartment."
79143,"PANDORA","Pandora is a collection of sideboards with a contemporary and versatile look. It is available in four models, all featuring a combination of doors and drawers and distinctive metal feet. The aesthetic possibilities are almost endless, featuring a structure and doors that can be customised by choosing from all matt and glossy lacquered colours and various types of wood.","Pandora is a collection of sideboards with a contemporary and versatile look. It is available in four models, all featuring a combination of doors and drawers and distinctive metal feet. The aesthetic possibilities are almost endless, featuring a structure and doors that can be customised by choosing from all matt and glossy lacquered colours and various types of wood."
79036,"BEDSTEADS AND MATTRESSES","","BEDSPRINGS AND MATTRESSES"
79039,"INSERTS","","Padding"
79113,"PARK","The Park bench is an accessory designed to pair with the bed of the same name, echoing the same lightweight and contemporary lines. The metal frame, also available in an upholstered version, supports a soft cushion in fabric or leather to match the bed finishings.","The Park bench is an accessory designed to pair with the bed of the same name, echoing the same lightweight and contemporary lines. The metal frame, also available in an upholstered version, supports a soft cushion in fabric or leather to match the bed finishings."
79365,"ONDA","Onda is a collection of bedroom accessories that complement the Onda bed. It is composed of two bedside tables and a chest of drawers in solid wood that reinterpret curved lines and know-how through a cylindrical shape with a timeless appearance. The top is exquisite, in the same material or in precious finishes such as marble and leather. A leather handle is available for the chest of drawers and the two-drawer bedside table.","Onda is a collection of bedroom accessories that complement the Onda bed. It is composed of two bedside tables and a chest of drawers in solid wood that reinterpret curved lines and know-how through a cylindrical shape with a timeless appearance. The top is exquisite, in the same material or in precious finishes such as marble and leather. A leather handle is available for the chest of drawers and the two-drawer bedside table."
79057,"CODE","Complementing the broader Code system, this living room range is based on the free combination of a wide variety of elements; the bench echoes its aesthetic and structural character. The bench, which features a lacquered or glass top with metal profiles, is available with a plinth or foot, in the latter case slightly raised from the ground.","Complementing the broader Code system, this living room range is based on the free combination of a wide variety of elements; the bench echoes its aesthetic and structural character. The bench, which features a lacquered or glass top with metal profiles, is available with a plinth or foot, in the latter case slightly raised from the ground."
79202,"HOWARD","Howard is a table with a minimalistic style. The self-supporting structure in laser-cut metal and wood can support an elegant top in marble or wood, warmer and more natural.","Howard is a table with a minimalistic style. The self-supporting structure in laser-cut metal and wood can support an elegant top in marble or wood, warmer and more natural."
79182,"SEATTLE","Contemporary design, inspired by tradition. The Seattle chair stands out for the careful craftsmanship of its leather upholstery, with broguering stitching and punching inspired by traditional elegant British footwear. A unique product that makes attention to detail its special feature. The legs are upholstered in leather, as are the seat and backrest that act as a shell to offer a superior level of comfort.","Contemporary design, inspired by tradition. The Seattle chair stands out for the careful craftsmanship of its leather upholstery, with broguering stitching and punching inspired by traditional elegant British footwear. A unique product that makes attention to detail its special feature. The legs are upholstered in leather, as are the seat and backrest that act as a shell to offer a superior level of comfort."
79362,"YOU","An impeccable style and workmanship of great finesse: the You collection is a cabinetry work redesigned with a contemporary interpretation. The characteristic frontal rounding is also on the back, making chests of drawers and night tables idealeven in the middle of the room.","An impeccable style and workmanship of great finesse: the You collection is a cabinetry work redesigned with a contemporary interpretation. The characteristic frontal rounding is also on the back, making chests of drawers and night tables idealeven in the middle of the room."
79164,"BB","BB is a chair with an avant-garde design; a leather exoskeleton injected with ultra-light polyurethane foam that gives the chair shape and comfort. It is a concept chair centred on the efficiency of materials, an innovative expression of aesthetic excellence.","BB is a chair with an avant-garde design; a leather exoskeleton injected with ultra-light polyurethane foam that gives the chair shape and comfort. It is a concept chair centred on the efficiency of materials, an innovative expression of aesthetic excellence."
79167,"MANTA","Essential lines distinguish the inviting and comfortable Manta chair. It is available in two versions, with or without armrests. Completely padded and upholstered in leather, Manta is perfect for complementing imposing tables. However, thanks to its characterful presence, it can also be used on its own as a desk chair.","Essential lines distinguish the inviting and comfortable Manta chair. It is available in two versions, with or without armrests.Completely padded and upholstered in leather, Manta is perfect for complementing imposing tables. However, thanks to its characterful presence, it can also be used on its own as a desk chair."
79170,"GUEST","An elegant chair capable of suggesting – with its name and visually – the idea of hospitality and comfort. Because of its large proportions and soft lines, more similar to an armchair than a chair, Guest is ideal around a table and perfect even by itself, next to a writing desk.","An elegant chair capable of suggesting – with its name and visually – the idea of hospitality and comfort. Because of its large proportions and soft lines, more similar to an armchair than a chair, Guest is ideal around a table and perfect even by itself, next to a writing desk."
